epoch,acc,loss,val_acc,val_loss
0,0.90368511660833928,0.0027760740257378952,0.90476197004318237,0.0026766839437186718
1,0.93257122112586877,0.0017482910006506105,0.91238105297088623,0.0025516320019960403
2,0.93219944858391479,0.0017406866412562295,0.90873020887374878,0.0026063639670610428
3,0.91921560378415668,0.0022707556508557848,0.91111117601394653,0.002559322863817215
4,0.9321622826324153,0.0017215380498096316,0.91079378128051758,0.0025384738110005856
5,0.93201356171464778,0.0017260647746853122,0.91000008583068848,0.0025330819189548492
6,0.92110227788157761,0.0021763824340110291,0.90841281414031982,0.0026603743899613619
7,0.93147451936924419,0.0017292527858279287,0.90380960702896118,0.002743409713730216
8,0.93166039841088333,0.0017770236426795354,0.90380966663360596,0.0027233201544731855
9,0.91716156859419828,0.0023323336991258291,0.90317469835281372,0.0027054955717176199
10,0.93193920575540368,0.0017478038096860431,0.91031748056411743,0.0025350237265229225
11,0.93199495980551128,0.001712512896917776,0.91031754016876221,0.0025538366753607988
12,0.93232956936248723,0.0017199737824373405,0.91174614429473877,0.0025254020001739264
13,0.93233886943208477,0.0017470435940690528,0.91063499450683594,0.0025608509313315153
14,0.91994050111495418,0.0022261893549651245,0.90698421001434326,0.0026757318992167711
15,0.92571217926014226,0.0019855206702387531,0.91301596164703369,0.0024824314750730991
16,0.93255262704436026,0.0016981829638954755,0.91095250844955444,0.0025199681986123323
17,0.93228310742970544,0.0017167107138914394,0.90904772281646729,0.00253338273614645
18,0.9307031093756557,0.0018278167683152861,0.88968253135681152,0.0032651075161993504
19,0.91922486945207726,0.0022347220916897744,0.91190487146377563,0.0025355035904794931
20,0.93219017461472009,0.0017026314910755203,0.91095250844955444,0.0025582199450582266
21,0.93238533792112821,0.0017055676776186622,0.90904766321182251,0.0025750761851668358
22,0.93171614934489699,0.0017438020759906008,0.9100000262260437,0.0026447344571352005
23,0.93143733310081234,0.001742852350154721,0.90793657302856445,0.0026680578012019396
24,0.92021003715765626,0.0021804414053857701,0.90619051456451416,0.002631444251164794
25,0.9319949729429633,0.0017172921231208935,0.90841281414031982,0.0026167589239776134
26,0.93224592210856605,0.0017185435858829744,0.90841281414031982,0.0026299839373677969
27,0.92042381271863272,0.0022216273851681772,0.91238105297088623,0.0024931388907134533
28,0.93146520162516189,0.0017256213701963082,0.91126996278762817,0.0025835118722170591
29,0.93206930232815843,0.0017073984585651003,0.91047632694244385,0.0025903701316565275
30,0.93166040003125217,0.0017173849013121818,0.90539687871932983,0.0026665539480745792
31,0.91973603407442195,0.0021942086816858462,0.90952384471893311,0.0026050340384244919
32,0.93250614152897959,0.0017052993791069585,0.90920650959014893,0.0026520830579102039
33,0.93222733563032678,0.0017248467322254328,0.91047626733779907,0.002609489019960165
34,0.91539567636675734,0.0023657133441888942,0.90174615383148193,0.0028022974729537964
35,0.93206933710376672,0.0017440447242777063,0.91031748056411743,0.0025791609659790993
36,0.93255263494677443,0.0016901929139668712,0.91079378128051758,0.0025462629273533821
37,0.93345416145611881,0.0017247303324840755,0.90682554244995117,0.0026658871211111546
38,0.92062829621214093,0.0021814323252044377,0.91015881299972534,0.0025372365489602089
39,0.93229237234976337,0.0016912656473673628,0.91047626733779907,0.0025487416423857212
40,0.93328687679513334,0.001719261121042992,0.9100000262260437,0.0025646984577178955
41,0.91481019631931848,0.0023913524241744848,0.9104762077331543,0.002604620298370719
42,0.93113991412494235,0.0017769234893755502,0.91158735752105713,0.0025112382136285305
43,0.93008970611018649,0.0017737684638400311,0.87444454431533813,0.003726552939042449
44,0.92646499001197069,0.001904746272244005,0.91190493106842041,0.0025072856806218624
45,0.93231101362139845,0.0016874946163642399,0.91190493106842041,0.0025325261522084475
46,0.92852828256857545,0.0018595205082405017,0.89444458484649658,0.0030461002606898546
47,0.91770992611602276,0.0022533787143720913,0.90952390432357788,0.0025871414691209793
48,0.93170685398683339,0.0017103147790356317,0.91015887260437012,0.0026000062935054302
49,0.93195781868304828,0.0016950008774698965,0.90809530019760132,0.0026152199134230614
50,0.93199497498712092,0.0017019961297469986,0.90746045112609863,0.0026596039533615112
51,0.91904828300141028,0.0022647015170814701,0.90539687871932983,0.0027139217127114534
52,0.93170685286503963,0.0017233173404198991,0.9120635986328125,0.0025223316624760628
53,0.93241322324745624,0.0016871877500066002,0.91063499450683594,0.0025417082943022251
54,0.93272924104129751,0.0017022063567808318,0.91111111640930176,0.0025765539612621069
55,0.9189739267928787,0.0022284807745910269,0.91238099336624146,0.0025173388421535492
56,0.93192061060195885,0.0016929586114640773,0.91333341598510742,0.0024989997036755085
57,0.93267346258594219,0.001697896080317902,0.90920639038085938,0.0026069050654768944
58,0.92278452410153489,0.0021015788260605834,0.9107937216758728,0.0025583489332348108
59,0.93201356435709548,0.001702263934260436,0.91158735752105713,0.0025641631800681353
60,0.93232026637622578,0.0017176209538022078,0.88936519622802734,0.0032922616228461266
61,0.92037734637346191,0.0021701975831148867,0.91111123561859131,0.0025405618362128735
62,0.93142805080541458,0.0016910711937088913,0.9107937216758728,0.0025556371547281742
63,0.92083273939585797,0.0022035682622993007,0.90380960702896118,0.0027803294360637665
64,0.93141876105632004,0.0017734039175611991,0.91222232580184937,0.0024792468175292015
65,0.93011758647569298,0.0017789158676425716,0.91031754016876221,0.0026118103414773941
66,0.93224594232578351,0.00168734292340216,0.90666675567626953,0.0026822506915777922
67,0.9228774549471489,0.0020870447813874848,0.91095250844955444,0.00253066117875278
68,0.93173474148196289,0.0017024749476697869,0.91015887260437012,0.0025675627402961254
69,0.92208746657716534,0.0021231087081547981,0.90047627687454224,0.0028313780203461647
70,0.92930899131053768,0.0018335723681671414,0.91063505411148071,0.0025287715252488852
71,0.93210650342919743,0.001679692242492422,0.90968263149261475,0.0025941650383174419
72,0.93270134514517888,0.0017007001670212214,0.91269844770431519,0.0025753732770681381
73,0.930535791135642,0.0017951683699071956,0.90396833419799805,0.002804766409099102
74,0.92177147922132963,0.0021595447296463652,0.9112699031829834,0.0026110105682164431
75,0.93114922169809411,0.0017258949449853772,0.91222238540649414,0.0025654393248260021
76,0.93149312397068584,0.0016853785282916253,0.91222238540649414,0.002525662537664175
77,0.92021006001732131,0.0021823866541440151,0.90031754970550537,0.0029249174986034632
78,0.92893720675292546,0.0018305044328316342,0.91317468881607056,0.0024845143780112267
79,0.93207858988352277,0.0016765127571288765,0.91238111257553101,0.002501634880900383
80,0.93235746755205107,0.0016872358386880407,0.91174608469009399,0.0025179227814078331
81,0.92133463376339186,0.0021568473096623773,0.89142870903015137,0.0031658117659389973
82,0.92909522148317392,0.0018123811546036143,0.9068254828453064,0.0026912936009466648
83,0.93210650193347233,0.0016979236033636436,0.90904766321182251,0.0026225093752145767
84,0.93264556863426618,0.0016911654831083599,0.90539693832397461,0.0027428010944277048
85,0.92152979280698355,0.0021202958888903614,0.90841275453567505,0.0025611096061766148
86,0.93231097523112116,0.0016785385633422672,0.90841281414031982,0.0025735257659107447
87,0.93296157204421781,0.0016807547304195025,0.90714287757873535,0.0026584477163851261
88,0.91976392680458918,0.0021963961537251977,0.90968257188796997,0.0025414510164409876
89,0.93140016201399001,0.0016960718424383913,0.91126996278762817,0.0025024553760886192
90,0.93258050421898653,0.0017032314441799775,0.91031748056411743,0.0025872201658785343
91,0.92848178982385676,0.0018801193634482021,0.89920651912689209,0.0028884503990411758
92,0.91974535029785043,0.0021748288353166567,0.90650796890258789,0.0026737223379313946
93,0.93144661798880024,0.0016906425083817198,0.91142868995666504,0.0025507321115583181
94,0.93207863420684289,0.0016778572548678615,0.90888899564743042,0.0025728552136570215
95,0.92392767729593694,0.002108596935714406,0.91158735752105713,0.0025441928301006556
96,0.93169756301623019,0.0016724994391594775,0.91095250844955444,0.002549988217651844
97,0.932162268722172,0.0016847899440611315,0.91222232580184937,0.0025323433801531792
98,0.93208790790182139,0.0017130197528695172,0.87142860889434814,0.0038325174245983362
99,0.9249872214521937,0.0019964768546129005,0.9112699031829834,0.0026090389583259821
100,0.93220874957587618,0.0016825908425157723,0.91000008583068848,0.0025498319882899523
101,0.92074909164336172,0.0021794401991462693,0.90936517715454102,0.0025782650336623192
102,0.93280357429044902,0.0016794366450335273,0.91079378128051758,0.0025729390326887369
103,0.93236673294575534,0.0016755853349787765,0.91095244884490967,0.0025605112314224243
104,0.93245966957483961,0.0016701104600369675,0.91063499450683594,0.0026112257037311792
105,0.92705980320946035,0.0019295631143658269,0.91095244884490967,0.002544342540204525
106,0.93299876185253239,0.001659755687829573,0.91095238924026489,0.0026016898918896914
107,0.93232956981120474,0.001678958919885931,0.90984135866165161,0.0026031422894448042
108,0.92310054189537616,0.002027991946746912,0.90920644998550415,0.0025892979465425014
109,0.93185556144307513,0.0016638256895925737,0.90968263149261475,0.002580548170953989
110,0.93164181270543522,0.0017476261896052056,0.88619053363800049,0.0033675879240036011
111,0.92491289458480253,0.0020151082503238153,0.91190487146377563,0.0024936338886618614
112,0.93188345591825505,0.0016567706288586771,0.9107937216758728,0.0025391858071088791
113,0.93180907460647067,0.0016522250509817373,0.90873020887374878,0.0025904052890837193
114,0.9327199004874076,0.0016775641351586129,0.90904772281646729,0.0026042649988085032
115,0.92266369870595477,0.0020792909651692446,0.91095244884490967,0.0025592693127691746
116,0.93219016008125788,0.0016723657341417672,0.91063505411148071,0.0025669403839856386
117,0.92586087547351703,0.0019663517537286458,0.90396827459335327,0.0027012121863663197
118,0.932041450032426,0.0016968374598529058,0.91000014543533325,0.0025770326610654593
119,0.93236675924558809,0.0016558071055431237,0.91047626733779907,0.0025542173534631729
120,0.93196710152687856,0.0016615293059803449,0.91000008583068848,0.0025927003007382154
121,0.93278499337132137,0.0016698608314073152,0.90968257188796997,0.0026075839996337891
122,0.92777546187017512,0.0018709291577797239,0.89365082979202271,0.0030574498232454062
123,0.92970862761544959,0.0017875800681830586,0.91174614429473877,0.0025392407551407814
124,0.93352850881494376,0.0016551189175123347,0.91174614429473877,0.0025200634263455868
125,0.93195778951640906,0.0016555467077902124,0.91190487146377563,0.0025252951309084892
126,0.92896511304433349,0.0018427033968260477,0.89682549238204956,0.0029678365681320429
127,0.92986663456792762,0.0017518771324261542,0.90984129905700684,0.0025784631725400686
128,0.93256192255199633,0.001658982009907763,0.90857160091400146,0.0026749442331492901
129,0.93181838487192759,0.0016914471012662079,0.90714287757873535,0.0026680484879761934
