epoch,acc,loss,val_acc,val_loss
0,0.34259259700775146,0.058366898447275162,0.0,0.058435145765542984
1,0.46296295523643494,0.055976230651140213,0.0,0.058168567717075348
2,0.46296298503875732,0.050986099988222122,0.1666666716337204,0.05659455806016922
3,0.47222223877906799,0.048802375793457031,0.0,0.060073353350162506
4,0.46296295523643494,0.049607329070568085,0.1666666716337204,0.057587899267673492
5,0.54629629850387573,0.046496808528900146,0.083333335816860199,0.057487890124320984
6,0.49074077606201172,0.04205428808927536,0.1666666716337204,0.057233870029449463
7,0.51851850748062134,0.039535678923130035,0.1666666716337204,0.05720670148730278
8,0.52777779102325439,0.037507787346839905,0.1666666716337204,0.05652589350938797
9,0.57407408952713013,0.037391349673271179,0.083333335816860199,0.058770116418600082
10,0.47222223877906799,0.053914766758680344,0.25,0.056913763284683228
11,0.57407402992248535,0.039140947163105011,0.1666666716337204,0.05669635534286499
12,0.49074077606201172,0.041086882352828979,0.1666666716337204,0.056528843939304352
13,0.53703701496124268,0.03993549570441246,0.1666666716337204,0.056520547717809677
14,0.51851850748062134,0.036082427948713303,0.1666666716337204,0.056304976344108582
15,0.56481480598449707,0.035019218921661377,0.1666666716337204,0.056225188076496124
16,0.56481480598449707,0.034020274877548218,0.1666666716337204,0.056063812226057053
17,0.59259259700775146,0.034026127308607101,0.1666666716337204,0.056219242513179779
18,0.5,0.042090069502592087,0.25,0.056173834949731827
19,0.46296295523643494,0.042524330317974091,0.1666666716337204,0.056386910378932953
