epoch,acc,loss,val_acc,val_loss
0,0.99485821544375874,0.0001714180832202287,0.98108748256737455,0.00063501503269009765
1,0.99426315140025889,0.00019777607237119049,0.98297875654612876,0.00054700847930631575
2,0.99488611510607983,0.00017680538593629224,0.98219072396028129,0.00059034690448307562
3,0.9948954127323677,0.00017794976427231254,0.97966905308107954,0.00070251387804878731
4,0.99509996629659103,0.00016877347420384497,0.97635936272059776,0.00078653333938171995
5,0.99449559953921007,0.00019208537432327126,0.98392435506725984,0.00052700181085457828
6,0.9951743524942438,0.00016797809746340022,0.9796690475856159,0.00068000886434068286
7,0.99541609616459159,0.00015731429007227306,0.98345158074764494,0.00053510035273407637
8,0.99536031100540479,0.00015815173578421194,0.98077227671941125,0.00065252337982904507
9,0.99516504768547154,0.00016022584550760962,0.98203313984769458,0.00057648906896240904
10,0.96521620366363847,0.0013197187497250855,0.96942476727438309,0.0010334738044741941
11,0.99331474912715256,0.00023526808988082781,0.98077228348305889,0.0006454213145056885
12,0.99327755622783964,0.00023863084233917829,0.98329394844406881,0.00058353028890960812
13,0.99539750230861013,0.00015870814882439855,0.98234834146837813,0.00057767745576376187
14,0.99523943946950111,0.00016632266526822112,0.98140272941995177,0.00061973711023278902
15,0.99509066747322239,0.00017211224459368998,0.98124509838455953,0.0006375921075232327
16,0.99509066986738393,0.00017164997868832307,0.98219070578297829,0.00057454174301910699
17,0.9945699755616767,0.0001915907688123134,0.98360916232386375,0.00054665861411039979
18,0.99515576073315348,0.00016916532563814011,0.98029946097245457,0.00063838589530279663
19,0.99478383363540202,0.00018149281297391475,0.9814027023653612,0.00062196412357396001
20,0.99642028210053379,0.00012233974566488426,0.98297874555520137,0.00057705447072797312
21,0.99517435369132456,0.00015860625739394694,0.98171791286333232,0.0006248875602036186
22,0.99541610544196735,0.00015606316015943003,0.98140271546992852,0.00063364698587923401
23,0.99493260283849227,0.00017198017010886356,0.9807722978558101,0.00065577269122268716
24,0.99449559455137371,0.00019388887063678911,0.98329394041223728,0.00053421722961166966
25,0.99559276253608475,0.00015051402226779669,0.98376676672739338,0.00052187327813218412
26,0.99603906775119411,0.00013340092644809743,0.98345155834306219,0.00053136668631192691
27,0.99418876679871371,0.0002005514726250371,0.98234834146837813,0.0005912437328262955
28,0.99574152655182524,0.0001473137367105223,0.98360916401477572,0.00054862715406277295
29,0.99472804668059411,0.00018302837394825261,0.98045708059419134,0.00064494408764513144
30,0.99554627111267346,0.00015196270345479214,0.9790386430760647,0.00071699266216275113
31,0.99569504161260114,0.00014344732937700516,0.98077228348305889,0.00064586137329783054
32,0.99598327660660368,0.00013379484495721554,0.98518519875005628,0.00049598200836199074
33,0.99530452704329875,0.00016428019878418949,0.98203309672944095,0.00064184073423174145
34,0.9962343224920488,0.0001261638205334489,0.98565800900154921,0.00048990379577231802
35,0.99661553514552415,0.00011765099973760001,0.98297876119613647,0.00056862229512713797
36,0.99626222155582955,0.00012690236318163467,0.98565802929249213,0.00047653009256361223
37,0.9963180055179357,0.00012102490035503704,0.98392436183090748,0.00052991443221186497
38,0.99695956587292656,9.8186339909486257e-05,0.98550041136166733,0.0004845041699512657
39,0.99613204580969394,0.00013515494009685983,0.98455481072689621,0.0005516606952304826
40,0.99637378948004174,0.00012202366007430207,0.97982665959824911,0.00068993164731704813
41,0.99585310604781785,0.00014239266680176788,0.98313636517693814,0.0005957424179948074
42,0.99671781571839146,0.00011126601966832245,0.98171791582242818,0.00061664914263161359
43,0.99706184125844399,9.8923976221466472e-05,0.98203311997947962,0.00061878101121640855
44,0.99659694328467718,0.00011345933430580224,0.98282113396529613,0.00057249497093841539
45,0.9971176320040076,9.2990347442248097e-05,0.97352249613890407,0.00087817470503455777
46,0.99606696252543558,0.00013150815729961901,0.98282114072894378,0.00058138816731367654
47,0.99650396522617735,0.00011697037118979267,0.98376674178644274,0.00057734881572306471
48,0.9957880173766962,0.00014629679859186489,0.97572893411555184,0.00078656914452394694
49,0.99703395077374191,9.8741291658066319e-05,0.98203314661134222,0.0006145236131087844
50,0.9963737942683647,0.00012028245108480991,0.98203311490674394,0.00062889868231714833
51,0.99649466565463329,0.00011750883091416232,0.97509858286972584,0.00083157442946066253
52,0.99695956507487282,0.0001025202543791101,0.98455479508596111,0.00054258203067063812
53,0.99693166780671316,0.00010248104107247314,0.98423959050618159,0.00053125608927926955
54,0.99656905160289433,0.00011298202968863273,0.97651696754685535,0.0008096550971084664
55,0.99701535173041056,0.00010114360233022898,0.97903865618063202,0.00071004113423512552
56,0.99708973683073931,9.4703637045937463e-05,0.98313633812234758,0.00055805575812618575
57,0.99711763160498068,9.3835553466058654e-05,0.98329394463951703,0.00057969030309864818
58,0.99694096523348752,0.00010139284038958973,0.98029949309978082,0.00065206123308727767
59,0.99613204102137098,0.00013380040204671279,0.98219073326029671,0.00060612178681722134
60,0.99578801617961543,0.0001404993728242345,0.97777780869328379,0.00075187550441540305
61,0.9959367844848952,0.00013830341765649518,0.97951147826850837,0.00065144719820178993
62,0.99685728849227462,0.00010393911502566374,0.97730499759633493,0.00076397488773833461
63,0.99675500781965054,0.000103517100424865,0.97683218184937826,0.00078733637598706475
64,0.99559275874532915,0.0001504953752259532,0.98045706283961631,0.00068222010196087527
65,0.99614133814887518,0.00013154599209845545,0.98234833301381863,0.00061026540174518868
66,0.9961785364350515,0.00012936917866727715,0.97919626692508133,0.00072118946836587593
67,0.99779638555758166,6.7041547543142253e-05,0.98392437747184269,0.00055778482871077272
68,0.99824268797950266,4.9020560789712473e-05,0.98423956598795903,0.00053129203416116483
69,0.9982612841298889,4.8723217834955587e-05,0.98313636982694586,0.00058644731691708224
70,0.99828917850510346,4.6803457285470021e-05,0.9836091483738405,0.00059820347959307809
71,0.9983263698083088,4.5848890121206945e-05,0.9853428141445133,0.00050653845231966876
72,0.99831707008712955,4.6413367044853933e-05,0.98392435971726766,0.00056001106966518076
73,0.99825198650360103,4.7560767240714062e-05,0.98297877049615201,0.00060218101382215926
74,0.99831707657131685,4.5643133253331475e-05,0.98360916486023164,0.00057414768169574597
75,0.99834496486137103,4.5398061656912196e-05,0.98439719744607912,0.00056392768297199134
76,0.99833566613775915,4.5132535062054011e-05,0.98455480142688079,0.00053317894158448945
77,0.99838215746141379,4.3590195853503474e-05,0.98471240583041031,0.00054015073073195648
78,0.99833566833240717,4.6504890598314043e-05,0.98360916697387157,0.00056917253420985447
79,0.99841005213589851,4.2760327781758391e-05,0.98329394252587721,0.00058466366885216736
80,0.99834496406331719,4.4638098893325287e-05,0.98502763027840468,0.00053547100755980514
81,0.99840075051934152,4.3739103087558396e-05,0.98423959557891738,0.00052823712355754482
82,0.99838215257333407,4.3356482710729613e-05,0.98487001657485962,0.00051666716822086178
83,0.99829847702920183,4.7601856977195804e-05,0.98392436183090748,0.00053771091059530614
84,0.99830777365792245,4.5895297950196762e-05,0.98171790609968468,0.00060025923918430681
85,0.99841934587167391,4.1931415673900813e-05,0.9834515714476294,0.00056394199834119345
86,0.99842864798701458,4.2142787950766149e-05,0.98376676884103331,0.00056546321014893503
87,0.99836356310664864,4.4005870622793161e-05,0.98313633600870765,0.00056906386546077246
88,0.99844724473594126,4.1355837614326633e-05,0.98408197976173239,0.00053975974079155441
89,0.99842864718896074,4.2079979137319599e-05,0.98345159427494022,0.00059331729756304929
90,0.99844724463618451,4.0853106258132112e-05,0.98471241513042584,0.00052607319514260537
91,0.99841004864441296,4.2059460790148773e-05,0.98471239018947521,0.00054363553649217468
92,0.99841005093881774,4.3268519926207786e-05,0.98471238342582756,0.00053389286597635833
