0.0213034,0.0151384,0.00730559,0.00702985,0.00670389,0.00688202,0.00693657,0.00636035,0.00702297,0.00688619,0.00696099,0.00736799,0.00705053,0.00682369,0.00721559,0.00736584,0.00688198,0.00698604,0.00738983,0.00766414,0.00752411,0.00648718,0.00743879,0.00704506,0.00698241,0.00684239,0.00657682,0.00760726,0.00662324,0.0233732,0.006592,0.0070314,0.00676881,0.00603815,0.00593577,0.0065234,0.00660551,0.0065801
0.00641732,0.00670686,0.00660446,0.00619809,0.00711448,0.00660711,0.00669447,0.00604228,0.00637233,0.00617874,0.00672736,0.00653276,0.00607637,0.00612881,0.00612362,0.00619391,0.00677061,0.00662043,0.00621188,0.00673885,0.00629353,0.00611641,0.00640303,0.00679779,0.00669991,0.0067392,0.00653623,0.00660066,0.0064873,0.00653304,0.00649457,0.00714025,0.00705077,0.00712587,0.00661888,0.00672252,0.00711963,0.00606773
0.00684142,0.00631034,0.00657931,0.00655137,0.00626103,0.00633338,0.00616557,0.00640197,0.00605944,0.00633523,0.00603145,0.00637587,0.00714972,0.00679135,0.00659675,0.00690316,0.00640318,0.00684091,0.00606395,0.00662986,0.00659592,0.00702139,0.00672653,0.00694136,0.00675302,0.0064044,0.00649938,0.00634638,0.0064102,0.00627923,0.00686579,0.0062059,0.00665652,0.00600448,0.00640018,0.00682881,0.00597085,0.00626866
0.00652751,0.0058048,0.00657061,0.0059411,0.00575542,0.00638736,0.00682833,0.00650269,0.00699291,0.00659703,0.00671715,0.00683728,0.00655306,0.00622737,0.00709464,0.00588504,0.00625472,0.00607037,0.00613947,0.00652337,0.00715599,0.00619753,0.00682912,0.00620614,0.00635188,0.00683732,0.00630524,0.00715372,0.00672514,0.00653272,0.00658752,0.0060727,0.00622198,0.00666891,0.00632286,0.00687586,0.00642353,0.00690422
0.00581677,0.00686348,0.00634887,0.0065489,0.00625515,0.00619112,0.00627988,0.00663895,0.00640625,0.00660456,0.00659591,0.00644254,0.00621135,0.00692662,0.00635722,0.00640631,0.0072045,0.00666757,0.00699279,0.00611693,0.00617034,0.00626069,0.00620562,0.00624111,0.00549975,0.00634592,0.00625133,0.0063875,0.00656223,0.00664181,0.00674986,0.00619305,0.00665029,0.00638725,0.0064754,0.00603406,0.00646441,0.00727312
0.00614029,0.00648387,0.00686292,0.00603807,0.00632494,0.00629836,0.00651109,0.00651588,0.00616449,0.00698409,0.00650818,0.00601602,0.00579718,0.00633319,0.00630298,0.00606479,0.0063352,0.00644946,0.00698109,0.00634432,0.00625317,0.00636932,0.00636847,0.00632848,0.00583002,0.00743655,0.00658692,0.00671539,0.00637935,0.00619307,0.00642196,0.00698262,0.00650191,0.00617168,0.00619555,0.00605053,0.00663957,0.00594239
0.00655585,0.00572244,0.00688813,0.00598952,0.00598604,0.00665096,0.00668261,0.00685569,0.00655031,0.00672876,0.00629099,0.00678947,0.00715485,0.0061139,0.0060137,0.0063125,0.0064918,0.00623802,0.00707118,0.00643726,0.00599125,0.0067407,0.00602412,0.00617666,0.00649123,0.00648194,0.00604748,0.00596363,0.00668058,0.00636037,0.00630608,0.00640647,0.00603205,0.00655861,0.00652645,0.00606741,0.00661892,0.00515334
0.00615861,0.00654059,0.00583664,0.00603388,0.00706926,0.00687437,0.00632453,0.00593159,0.00587862,0.00669124,0.00618759,0.00639442,0.00649863,0.00684415,0.00713413,0.00646594,0.00629945,0.00634074,0.00641342,0.00611644,0.00673897,0.00629605,0.00626264,0.00645751,0.00594904,0.00630756,0.00669894,0.00610123,0.00607257,0.00649567,0.00631077,0.00665789,0.00665491,0.0059424,0.00614275,0.00590211,0.00629862,0.00656992
0.00639825,0.00667902,0.00633795,0.00588836,0.00694606,0.00632041,0.00647732,0.00624817,0.00644292,0.00615696,0.00663775,0.00678763,0.00720792,0.00632183,0.00588782,0.00629876,0.00635424,0.00595649,0.00643264,0.00611197,0.00578085,0.00594842,0.00723752,0.00693867,0.00649274,0.00627324,0.00668246,0.00624145,0.0060148,0.00598929,0.00685809,0.00595731,0.00605571,0.00584233,0.00582787,0.00677692,0.00617118,0.00582019
0.00583414,0.00620065,0.00626004,0.00624137,0.00871547,0.00621645,0.00612612,0.00604782,0.00591998,0.0061011,0.00586248,0.00597374,0.00601435,0.00558842,0.0062079,0.00589188,0.00584395,0.00612897,0.00591304,0.0065007,0.0061871,0.00735338,0.00673434,0.00708149,0.00705123,0.00733801,0.00742853,0.00712656,0.00726238,0.00662829,0.007217,0.00699052,0.00699048,0.00773016,0.00744329,0.00640161,0.00700543,0.00733477
0.00733749,0.00712611,0.0070506,0.00688451,0.00615987,0.00699014,0.00768455,0.0061447,0.00757883,0.00700515,0.00714099,0.00689943,0.00682393,0.00702015,0.00727676,0.00625019,0.00668794,0.00656711,0.0074426,0.00676316,0.00689881,0.00710972,0.00786307,0.00709878,0.0062099,0.01055,0.0073951,0.00689439,0.00607472,0.00739288,0.00658917,0.00607699,0.00649562,0.00572574,0.00691461,0.0072159,0.00710959,0.00728846
0.00742436,0.00731637,0.00705497,0.00693534,0.0062022,0.00630186,0.00716362,0.00620304,0.00680819,0.00637909,0.00611021,0.00658729,0.00621249,0.00634258,0.00592562,0.00614297,0.00583962,0.0063625,0.00670801,0.00703206,0.006614,0.00582292,0.00600688,0.00596798,0.00633199,0.00696657,0.00632308,0.00694067,0.00696702,0.00670374,0.00721135,0.00639075,0.00619385,0.00793009,0.00722555,0.00551475,0.00630085,0.0051974
0.00554201,0.00651869,0.00609328,0.00711566,0.00710201,0.00641734,0.00614076,0.00667944,0.00634718,0.00572081,0.00527539,0.00736618,0.00728686,0.00576282,0.00711245,0.00709733,0.00622959,0.00692386,0.00678626,0.00647755,0.00621969,0.00589448,0.0061353,0.00744741,0.00708343,0.00633225,0.00592947,0.00666628,0.00673974,0.0065604,0.00611187,0.00668846,0.00704319,0.00721828,0.00647747,0.00605637,0.00660961,0.00642399
0.00629182,0.00630607,0.00638033,0.00718855,0.00641058,0.00742658,0.00711458,0.00676421,0.0062824,0.00607859,0.005834,0.00690015,0.00619122,0.0060276,0.00606578,0.00603146,0.00625653,0.00629688,0.00606409,0.00664364,0.00595989,0.00663749,0.00686498,0.00718493,0.00690565,0.00630132,0.00657321,0.00648828,0.00695296,0.00586906,0.00592313,0.00611776,0.00620618,0.00622536,0.00621544,0.00628069,0.00641693,0.00567622
0.00663621,0.00584372,0.00622041,0.0064243,0.00612475,0.00607803,0.00641577,0.0066898,0.00586523,0.00614648,0.00635032,0.00624707,0.00733771,0.00643612,0.00629506,0.00579231,0.00602192,0.00725709,0.00664891,0.00656601,0.00624505,0.00599368,0.00646774,0.00629853,0.00647271,0.0060979,0.00563101,0.00712939,0.00620112,0.00655885,0.00696408,0.00633463,0.00657502,0.00665767,0.0064166,0.00661209,0.0063535,0.00601956
0.0060047,0.00588548,0.00635145,0.00654004,0.0063356,0.00659994,0.0063469,0.00598411,0.00711532,0.00657506,0.00630507,0.0059969,0.00626251,0.0063739,0.00612841,0.00607025,0.0062525,0.00612688,0.0067288,0.00646943,0.00696975,0.006785,0.00632163,0.00578067,0.00649769,0.00622738,0.00663744,0.00624913,0.0068515,0.00658891,0.00642115,0.00590746,0.00729606,0.00645688,0.00640902,0.00610235,0.00651012,0.00574016
0.0062413,0.00610861,0.00578996,0.00639076,0.00638768,0.00609527,0.00617175,0.00635708,0.00623911,0.00663519,0.00652283,0.0065803,0.00715842,0.00658024,0.00662136,0.00664345,0.00580881,0.00615797,0.00666848,0.00585114,0.0068573,0.00632949,0.00643475,0.00596208,0.00636591,0.0064487,0.00599566,0.00641277,0.00674352,0.00601361,0.00601849,0.00607823,0.00643992,0.00669724,0.00620946,0.00678012,0.00625436,0.00671409
0.00566302,0.0064855,0.00619643,0.00684307,0.00727841,0.00622372,0.00665838,0.00629589,0.00637444,0.00633682,0.00649888,0.00640658,0.00637678,0.00622692,0.00574208,0.00678774,0.00594782,0.00628139,0.00619371,0.00711773,0.00658623,0.00659771,0.00655315,0.0062629,0.00594089,0.00573592,0.00631027,0.00579332,0.00763746,0.00716052,0.00627486,0.00630236,0.00565398,0.00645267,0.00697414,0.00586733,0.00669874,0.00643157
0.00636809,0.00629918,0.00599435,0.00649361,0.00668257,0.00707992,0.00663005,0.00590234,0.00638293,0.00616385,0.00664752,0.00594909,0.0065917,0.00617789,0.00615413,0.00634323,0.00676949,0.00638488,0.00626069,0.00602167,0.00636392,0.00645245,0.00611054,0.0064349,0.00632869,0.00661257,0.00655744,0.00609657,0.00640817,0.00605156,0.0065017,0.00699044,0.00660811,0.00647292,0.00587781,0.00644887,0.00619959,0.00601515
0.00635541,0.00674161,0.00662351,0.00703065,0.00563808,0.00602287,0.00636336,0.00539226,0.00598584,0.00697672,0.00623066,0.00708525,0.00617719,0.00671348,0.0061783,0.00597558,0.00603972,0.00688893,0.00637786,0.00626414,0.00608108,0.00653204,0.00576555,0.00658339,0.00607675,0.00660476,0.00694837,0.00638971,0.00666197,0.00619145,0.00663572,0.0059437,0.00639016,0.00661459,0.00651922,0.00652402,0.00604494,0.00705354
0.00646903,0.00640322,0.00613932,0.0066521,0.00580837,0.00586098,0.00744669,0.00664262,0.00688397,0.00650377,0.00668742,0.00586342,0.00605105,0.00582043,0.00688021,0.00632524,0.00635394,0.00587497,0.00651797,0.00584723,0.00572852,0.00620284,0.00631343,0.00630316,0.00596697,0.00589697,0.00626579,0.00648909,0.00636448,0.0067173,0.00669907,0.00610511,0.00623677,0.00643967,0.00570883,0.00652941,0.00717966,0.00653315
0.00707941,0.00692319,0.00662671,0.00635923,0.00625534,0.0060391,0.00618193,0.00648398,0.00683399,0.00649208,0.00659035,0.00658276,0.00605087,0.00650484,0.00605933,0.00636004,0.00657639,0.0058505,0.0063932,0.00600942,0.00709737,0.00653705,0.00628866,0.00666694,0.00637132,0.0063349,0.00615066,0.00626194,0.006064,0.00634398,0.00620611,0.00614703,0.00624474,0.00601398,0.00647046,0.00648604,0.00678955,0.0056695
0.00645571,0.00637734,0.00661945,0.00614015,0.00676483,0.00638131,0.00609254,0.00632226,0.00642799,0.00613859,0.00701145,0.006384,0.00556647,0.00606997,0.00554616,0.00590051,0.00548678,0.00670642,0.00688212,0.00678465,0.00612563,0.00585909,0.00672138,0.00648348,0.00642943,0.00625861,0.00632473,0.00621381,0.00627799,0.00612688,0.00684917,0.00647565,0.00621657,0.00607618,0.00649981,0.00658992,0.00672619,0.00679714
0.00665617,0.00652775,0.00662231,0.00587414,0.0068974,0.00629885,0.00606526,0.00581605,0.00604507,0.0058952,0.00617248,0.00688086,0.00611772,0.00586987,0.00577488,0.00678798,0.00677876,0.00639072,0.00603569,0.00614294,0.00633183,0.0057133,0.0056499,0.00698324,0.00619331,0.00630054,0.00676057,0.00650832,0.00618505,0.00591564,0.00616754,0.00614894,0.00736346,0.00682501,0.00662651,0.00587516,0.00621383,0.0064276
0.00658507,0.00689868,0.00687097,0.00666046,0.00611427,0.00580229,0.00638001,0.00626651,0.00651385,0.00630507,0.00632951,0.00641317,0.00635393,0.0059722,0.00639349,0.00693563,0.00590395,0.00599723,0.00696857,0.0065406,0.0064883,0.00626102,0.0058096,0.00625943,0.00577429,0.00570054,0.00576949,0.00619949,0.00854757,0.00603646,0.00573488,0.00553465,0.00601484,0.00549499,0.00624605,0.00640232,0.00614565,0.00567159
0.00594428,0.00568704,0.00588337,0.00552403,0.00559466,0.00658694,0.00672326,0.00691498,0.00723727,0.00624402,0.00621873,0.00613087,0.00684577,0.00684814,0.00666293,0.00565192,0.00587117,0.00582997,0.00614541,0.0059888,0.00627395,0.00597778,0.00576951,0.00629856,0.00618144,0.00633729,0.0067585,0.00548642,0.00623917,0.00683534,0.00670285,0.00660045,0.00637433,0.00610527,0.0062414,0.00575358,0.00564891,0.00611156
0.00674318,0.00646017,0.00642991,0.00616749,0.00772284,0.00719388,0.00575912,0.00605101,0.00513281,0.00789389,0.0068981,0.00674682,0.00710524,0.00623893,0.00631195,0.00589089,0.00562157,0.00728659,0.00579552,0.00601989,0.00585496,0.00600131,0.00629107,0.00606705,0.00545628,0.00592539,0.00614277,0.00607277,0.00579274,0.00594596,0.00631949,0.00537633,0.00629452,0.00619503,0.00592842,0.0055075,0.00606167,0.00603789
0.00668002,0.00634137,0.0056205,0.00566419,0.00691595,0.00658493,0.00657944,0.00656646,0.00604953,0.00633849,0.00605658,0.00648983,0.00656424,0.00669472,0.00629099,0.00626866,0.00653956,0.00747719,0.00630102,0.00595385,0.00600435,0.00579516,0.00538466,0.00739518,0.00593183,0.00619344,0.00626063,0.00542173,0.00563463,0.00671786,0.00650104,0.00609089,0.00550752,0.00575952,0.00545477,0.00639021,0.00574353,0.00582116
0.00691676,0.00669822,0.00598487,0.00613441,0.00560853,0.00573315,0.00576,0.00521538,0.00894764,0.00637643,0.00579142,0.00595516,0.0061553,0.00632454,0.0057815,0.00645523,0.00602792,0.00567517,0.00597208,0.00567257,0.00605533,0.00529696,0.00700919,0.00713914,0.00594316,0.00631082,0.0064068,0.00628909,0.00618876,0.00528974,0.00736975,0.00588272,0.0058713,0.00558205,0.00573968,0.00571902,0.00700716,0.00526761
0.00593068,0.00588234,0.00582545,0.00609771,0.00554039,0.00594862,0.0057107,0.00619103,0.00607183,0.00581875,0.0052674,0.00521748,0.00459295,0.00512655,0.00621874,0.00719922,0.00716875,0.0065498,0.00654951,0.00673018,0.00633723,0.00651771,0.0077689,0.00723967,0.00772035,0.00706917,0.00664322,0.0065466,0.00703165,0.00763385,0.0070254,0.00665021,0.00636149,0.00677845,0.00631687,0.00629972,0.00623249,0.00686326
0.00680103,0.006801,0.0070275,0.00648456,0.00623632,0.00585702,0.0060421,0.00616376,0.0064934,0.0071462,0.00627962,0.00642279,0.00590601,0.00646506,0.00646823,0.00650532,0.00628317,0.00622394,0.00635818,0.00593029,0.00638738,0.00697318,0.00629189,0.00541001,0.00630556,0.0061034,0.0059496,0.00559075,0.00704286,0.0061102,0.00634165,0.00638547,0.00643387,0.00646052,0.00614462,0.00579799,0.0062065,0.00564215
